date,employeeid,gender,age,ethnicgroup,fp,termdate,isnnewhire,bu,hiredate,paytypeid,termreason,agegroupid,tenuredays,tenuremonths,badhire
2023-12-31,54,3,44,H,P,,0,Finance 2,2023-02-15,4,,3,319,10,0
2023-12-31,55,3,63,W,C,,0,IT 2,2021-03-06,4,,5,1030,33,0
2023-12-31,56,3,47,B,F,,0,Finance,2020-05-15,3,,4,1325,43,0
2023-12-31,57,1,42,W,P,,0,Marketing 2,2022-04-02,1,,3,638,20,0
2023-12-31,58,3,64,N,C,2023-06-15,0,Customer Support,2023-03-29,3,6,5,78,2,1
2023-12-31,59,3,54,W,P,,0,Customer Support,2020-01-10,1,,4,1451,47,0
2023-12-31,60,3,60,O,P,,0,Finance 2,2018-11-17,1,,5,1870,61,0
2023-12-31,61,2,55,T,P,,0,Finance,2023-05-08,2,,5,237,7,0
2023-12-31,62,2,25,A,C,,0,Sales 3,2020-03-09,3,,2,1392,45,0
2023-12-31,63,3,27,W,P,2023-10-01,0,Customer Support,2018-08-16,3,6,2,1872,61,0
2023-12-31,64,1,52,W,F,,0,Marketing 2,2018-07-06,3,,4,2004,65,0
2023-12-31,65,3,37,N,P,,0,Finance 2,2023-02-21,3,,3,313,10,0
2023-12-31,66,2,24,W,I,,0,Marketing 2,2018-12-11,3,,1,1846,60,0
2023-12-31,67,3,51,T,F,,0,IT 2,2021-07-10,3,,4,904,29,0
2023-12-31,68,3,28,T,I,,0,Sales 3,2023-04-26,2,,2,249,8,0
2023-12-31,69,3,65,T,P,,0,Sales 2,2021-10-22,4,,5,800,26,0
2023-12-31,70,2,37,O,C,,0,Finance 3,2023-01-25,1,,3,340,11,0
2023-12-31,71,3,48,H,P,,0,Operations,2019-02-12,4,,4,1783,58,0
2023-12-31,72,1,61,W,P,2023-12-19,0,Finance 2,2018-01-15,1,8,5,2164,71,0
2023-12-31,73,1,43,A,C,,0,Finance 2,2020-07-02,2,,3,1277,41,0
2023-12-31,74,1,25,H,I,,0,Operations,2018-01-03,3,,2,2188,71,0
2023-12-31,75,3,50,B,I,,0,IT 2,2018-05-31,1,,4,2040,67,0
2023-12-31,76,3,55,T,F,,0,Finance 3,2020-12-18,1,,5,1108,36,0
2023-12-31,77,2,19,N,F,2020-12-24,0,Finance 3,2018-11-12,1,10,1,773,25,0
2023-12-31,78,1,50,B,F,,0,IT,2020-06-10,3,,4,1299,42,0
2023-12-31,79,3,30,W,F,2020-10-29,0,HR 2,2020-10-07,1,7,2,22,0,1
2023-12-31,80,3,30,T,C,,0,IT,2019-09-07,4,,2,1576,51,0
2023-12-31,81,3,32,H,C,,0,Sales 3,2020-11-12,3,,2,1144,37,0
2023-12-31,82,3,52,A,I,2022-04-06,0,Finance 3,2019-10-09,1,10,4,910,29,0
2023-12-31,83,3,61,T,I,2021-10-28,0,Finance,2020-09-15,1,5,5,408,13,0
2023-12-31,84,1,63,O,P,,0,Sales,2021-12-10,4,,5,751,24,0
2023-12-31,85,2,21,T,I,2023-07-13,0,Sales 3,2023-05-22,3,5,1,52,1,1
2023-12-31,86,1,56,A,C,2023-05-31,0,Finance 3,2018-09-21,1,9,5,1713,56,0
2023-12-31,87,1,22,W,P,,0,Finance,2018-09-08,2,,1,1940,63,0
2023-12-31,88,2,64,A,I,,0,HR,2018-01-29,1,,5,2162,71,0
2023-12-31,89,3,32,B,C,,0,R&D 2,2023-08-27,4,,2,126,4,0
2023-12-31,90,1,42,N,I,,0,Finance 3,2018-02-13,4,,3,2147,70,0
2023-12-31,91,1,54,W,C,,0,HR,2022-01-03,2,,4,727,23,0
2023-12-31,92,1,40,A,C,,0,IT 2,2021-06-15,3,,3,929,30,0
2023-12-31,93,3,48,H,I,,0,Customer Support,2023-02-19,3,,4,315,10,0
2023-12-31,94,2,27,W,P,,0,Customer Support,2019-03-23,3,,2,1744,57,0
2023-12-31,95,3,55,A,F,,0,IT 2,2018-02-21,1,,5,2139,70,0
2023-12-31,96,2,19,N,I,,0,Sales 3,2020-06-28,2,,1,1281,42,0
2023-12-31,97,2,63,N,F,2022-09-28,0,R&D 2,2021-11-14,2,9,5,318,10,0
2023-12-31,98,1,58,A,P,,0,Finance 3,2022-07-27,1,,5,522,17,0
2023-12-31,99,3,28,B,I,,0,HR,2020-02-10,2,,2,1420,46,0
2023-12-31,100,1,28,B,F,2021-02-12,0,Sales 2,2018-12-02,3,5,2,803,26,0
2023-12-31,101,3,51,W,F,,0,Finance 3,2020-05-07,2,,4,1333,43,0
2023-12-31,102,3,23,T,C,,0,Operations,2020-11-12,4,,1,1144,37,0
2023-12-31,103,2,28,N,C,,0,HR 2,2018-02-12,4,,2,2148,70,0
2023-12-31,104,3,57,T,P,,0,HR,2020-05-14,1,,5,1326,43,0
2023-12-31,105,1,35,O,C,2022-09-29,0,IT,2020-09-07,3,10,3,752,24,0
2023-12-31,106,3,35,W,F,,0,Operations,2018-06-16,4,,3,2024,66,0
2023-12-31,107,3,59,B,I,,0,R&D,2019-08-29,4,,5,1585,52,0
2023-12-31,108,1,60,A,C,2022-11-30,0,Operations,2020-03-21,2,10,5,984,32,0
2023-12-31,109,3,25,B,I,,0,HR,2022-10-20,1,,2,437,14,0
2023-12-31,110,2,65,N,I,,0,HR,2019-01-12,3,,5,1814,59,0
2023-12-31,111,3,32,B,C,,0,Sales 2,2020-11-17,3,,2,1139,37,0
2023-12-31,112,2,35,T,F,,0,R&D 2,2021-09-29,1,,3,823,27,0
2023-12-31,113,3,47,A,C,,0,IT,2021-03-05,2,,4,1031,33,0
2023-12-31,114,3,21,H,I,,0,Sales 2,2020-05-06,2,,1,1334,43,0
2023-12-31,115,2,20,H,P,,0,HR 2,2019-02-27,1,,1,1768,58,0
2023-12-31,116,3,56,N,C,,0,Finance 3,2021-05-21,4,,5,954,31,0
2023-12-31,117,1,54,A,F,,0,Finance,2019-09-23,1,,4,1560,51,0
2023-12-31,118,2,43,N,I,,0,Finance 2,2020-06-07,1,,3,1302,42,0
2023-12-31,119,2,42,H,I,,0,Finance,2023-02-15,1,,3,319,10,0
2023-12-31,120,3,31,B,I,,0,R&D,2022-02-22,4,,2,677,22,0
2023-12-31,121,2,39,O,F,2022-09-04,0,R&D 2,2020-05-19,1,3,3,838,27,0
2023-12-31,122,2,52,N,C,2022-11-30,0,IT,2021-07-25,4,4,4,493,16,0
2023-12-31,123,3,46,T,F,,0,IT,2023-02-24,1,,4,310,10,0
2023-12-31,124,1,30,N,I,,0,Marketing 2,2021-04-02,4,,2,1003,32,0
2023-12-31,125,1,40,H,C,2023-12-07,0,R&D,2022-10-23,4,6,3,410,13,0
2023-12-31,126,3,61,A,P,,0,HR 2,2018-01-11,2,,5,2180,71,0
2023-12-31,127,2,59,A,P,,0,IT 2,2023-08-19,4,,5,134,4,0
2023-12-31,128,1,44,N,C,2022-06-06,0,HR 2,2018-04-03,3,2,3,1525,50,0
2023-12-31,129,1,52,O,F,,0,R&D,2019-06-20,2,,4,1655,54,0
2023-12-31,130,1,26,A,P,,0,IT,2021-09-23,1,,2,829,27,0
2023-12-31,131,3,61,T,I,,0,Finance 2,2021-04-29,1,,5,976,32,0
2023-12-31,132,2,33,T,P,,0,HR 2,2021-05-16,1,,2,959,31,0
2023-12-31,133,3,47,T,I,,0,Sales 3,2020-03-22,2,,4,1379,45,0
2023-12-31,134,3,63,W,I,,0,Sales 2,2023-01-07,3,,5,358,11,0
2023-12-31,135,1,61,W,C,,0,Operations,2020-03-12,2,,5,1389,45,0
2023-12-31,136,3,30,N,P,,0,HR 2,2018-03-16,2,,2,2116,69,0
2023-12-31,137,3,43,H,F,2022-11-25,0,HR,2020-12-10,3,9,3,715,23,0
2023-12-31,138,2,33,T,I,,0,R&D 2,2022-06-26,1,,2,553,18,0
2023-12-31,139,2,39,H,C,,0,Sales 3,2023-09-24,4,,3,98,3,0
2023-12-31,140,2,52,N,C,2020-12-05,0,Sales 3,2018-02-24,2,9,4,1015,33,0
2023-12-31,141,2,22,N,C,2021-08-17,0,Finance 3,2020-08-14,1,8,1,368,12,0
2023-12-31,142,2,36,T,P,,0,Sales 3,2022-02-10,1,,3,689,22,0
2023-12-31,143,1,33,W,C,2023-11-30,0,Finance 2,2023-04-17,3,10,2,227,7,0
2023-12-31,144,1,41,A,F,,0,Sales 3,2020-10-06,2,,3,1181,38,0
2023-12-31,145,2,30,N,F,,0,Operations,2018-05-16,1,,2,2055,67,0
2023-12-31,146,1,65,T,P,,0,R&D,2023-07-13,4,,5,171,5,0
2023-12-31,147,3,39,T,F,,0,R&D,2020-01-07,4,,3,1454,47,0
2023-12-31,148,3,57,N,C,,1,Marketing 2,2023-11-26,4,,5,35,1,0
2023-12-31,149,3,31,N,P,,0,R&D,2020-04-15,3,,2,1355,44,0
2023-12-31,150,3,38,N,C,,0,Operations,2022-06-08,3,,3,571,18,0
2023-12-31,151,2,36,A,F,,0,IT,2021-06-13,1,,3,931,30,0
2023-12-31,152,2,63,W,I,2022-11-21,0,Marketing 2,2022-11-11,3,1,5,10,0,1
2023-12-31,153,2,58,T,C,,0,Sales,2020-05-17,4,,5,1323,43,0
2023-12-31,154,2,25,N,P,,0,IT,2022-11-18,4,,2,408,13,0
2023-12-31,155,3,41,A,F,,0,Marketing 2,2022-08-04,3,,3,514,16,0
2023-12-31,156,3,63,B,I,2023-01-02,0,HR 2,2020-09-26,1,3,5,828,27,0
2023-12-31,157,1,25,H,P,,0,Customer Support,2020-07-09,2,,2,1270,41,0
2023-12-31,158,1,25,O,F,2022-06-16,0,Operations,2022-05-21,2,3,2,26,0,1
2023-12-31,159,1,65,B,I,,0,Finance 2,2019-05-23,1,,5,1683,55,0
2023-12-31,160,2,53,N,F,2021-07-04,0,Finance 2,2019-08-31,2,1,4,673,22,0
2023-12-31,161,1,27,T,I,,0,Sales,2022-02-03,2,,2,696,22,0
2023-12-31,162,3,31,T,F,2021-05-12,0,R&D 2,2021-01-02,1,10,2,130,4,0
2023-12-31,163,3,35,T,P,,0,Sales 3,2018-02-24,2,,3,2136,70,0
2023-12-31,164,3,60,T,P,2023-01-28,0,IT,2019-01-31,1,5,5,1458,47,0
2023-12-31,165,3,32,O,F,,0,Finance,2021-11-26,4,,2,765,25,0
2023-12-31,166,2,51,B,F,,0,HR 2,2018-10-01,3,,4,1917,62,0
2023-12-31,167,2,46,W,F,,0,Finance,2020-10-25,4,,4,1162,38,0
2023-12-31,168,3,47,A,P,,0,Operations,2020-01-27,3,,4,1434,47,0
2023-12-31,169,1,61,H,F,,0,Operations,2019-02-14,4,,5,1781,58,0
2023-12-31,170,2,20,H,C,2023-07-08,0,Marketing,2023-05-08,2,3,1,61,2,1
2023-12-31,171,3,44,W,P,,0,Finance 2,2022-09-16,4,,3,471,15,0
2023-12-31,172,3,65,A,F,2023-09-01,0,Customer Support,2021-02-15,3,4,5,928,30,0
2023-12-31,173,3,60,A,C,,0,HR 2,2023-08-11,3,,5,142,4,0
2023-12-31,174,3,46,A,F,,0,R&D 2,2021-12-08,4,,4,753,24,0
2023-12-31,175,2,36,H,C,,0,IT,2019-12-22,2,,3,1470,48,0
2023-12-31,176,2,41,T,F,,0,IT,2018-07-02,1,,3,2008,65,0
2023-12-31,177,3,34,T,F,2023-01-26,0,Sales 2,2022-04-11,3,8,2,290,9,0
2023-12-31,178,3,29,O,P,2019-12-15,0,R&D,2019-08-22,2,3,2,115,3,0
2023-12-31,179,2,18,O,P,2023-02-03,0,IT,2019-11-19,3,8,1,1172,38,0
2023-12-31,180,2,29,W,F,,0,Sales 2,2023-08-15,4,,2,138,4,0
2023-12-31,181,1,41,B,I,,1,R&D 2,2023-10-23,4,,3,69,2,0
2023-12-31,182,3,52,N,P,,1,Marketing 2,2023-11-05,3,,4,56,1,0
2023-12-31,183,2,60,N,C,,0,Customer Support,2020-09-07,4,,5,1210,39,0
2023-12-31,184,2,36,H,P,,0,Operations,2020-01-28,1,,3,1433,47,0
2023-12-31,185,2,55,O,F,,0,Finance 3,2019-07-13,1,,5,1632,53,0
2023-12-31,186,1,36,N,P,,0,Sales,2018-06-03,1,,3,2037,66,0
2023-12-31,187,2,34,T,I,,0,Sales,2020-03-04,2,,2,1397,45,0
2023-12-31,188,2,51,O,I,,0,Sales 3,2022-01-07,4,,4,723,23,0
2023-12-31,189,3,50,T,C,,0,Finance 3,2021-08-01,1,,4,882,28,0
2023-12-31,190,3,31,H,F,,0,Operations,2018-09-16,2,,2,1932,63,0
2023-12-31,191,3,38,O,F,,0,Finance 3,2021-01-01,2,,3,1094,35,0
2023-12-31,192,1,60,N,P,,0,Marketing 2,2020-01-14,3,,5,1447,47,0
2023-12-31,193,2,62,W,I,,0,HR,2023-06-08,4,,5,206,6,0
2023-12-31,194,1,23,H,F,,0,HR,2021-06-12,4,,1,932,30,0
2023-12-31,195,1,54,H,C,,0,Sales,2020-12-21,2,,4,1105,36,0
2023-12-31,196,2,20,B,I,,0,Marketing,2018-10-29,2,,1,1889,62,0
2023-12-31,197,1,42,O,I,,0,Sales,2019-03-13,3,,3,1754,57,0
2023-12-31,198,1,22,N,P,,0,IT,2021-05-07,3,,1,968,31,0
2023-12-31,199,3,26,H,P,,0,Sales 2,2023-03-25,1,,2,281,9,0
2023-12-31,200,1,61,B,F,,0,Customer Support,2021-05-22,1,,5,953,31,0
2023-12-31,201,2,32,A,P,,0,Sales,2018-11-16,2,,2,1871,61,0
2023-12-31,202,2,22,N,P,,0,Sales 3,2021-03-25,1,,1,1011,33,0
2023-12-31,203,1,40,B,C,,0,IT,2022-10-31,3,,3,426,13,0
2023-12-31,204,1,55,T,F,2023-08-29,0,Marketing,2023-01-06,2,4,5,235,7,0
2023-12-31,205,2,56,T,C,,0,R&D,2020-11-04,3,,5,1152,37,0
2023-12-31,206,1,50,A,I,,0,R&D,2019-04-11,2,,4,1725,56,0
2023-12-31,207,3,20,N,C,,0,Finance 3,2020-10-20,3,,1,1167,38,0
2023-12-31,208,1,63,A,I,,0,Sales,2022-07-02,2,,5,547,17,0
2023-12-31,209,2,22,H,C,,0,IT 2,2021-09-26,4,,1,826,27,0
2023-12-31,210,1,26,A,C,,0,Sales,2020-05-29,2,,2,1311,43,0
2023-12-31,211,2,26,A,P,2020-09-12,0,R&D,2020-09-06,3,9,2,6,0,1
2023-12-31,212,2,48,O,F,,0,Operations,2019-06-15,2,,4,1660,54,0
2023-12-31,213,1,24,N,I,,0,HR,2020-06-30,2,,1,1279,42,0
2023-12-31,214,3,29,H,P,,0,Sales 2,2021-09-03,3,,2,849,27,0
2023-12-31,215,1,23,W,F,,0,Operations,2023-06-09,1,,1,205,6,0
2023-12-31,216,1,63,T,P,,0,Finance 2,2018-12-23,2,,5,1834,60,0
2023-12-31,217,2,46,A,P,,0,R&D 2,2023-02-08,2,,4,326,10,0
2023-12-31,218,1,22,A,P,,0,Sales 2,2018-10-07,2,,1,1911,62,0
2023-12-31,219,3,28,A,C,,0,R&D,2018-12-02,3,,2,1855,60,0
2023-12-31,220,2,30,T,C,,0,Sales 3,2022-01-26,2,,2,704,23,0
2023-12-31,221,1,26,A,P,,0,IT 2,2020-06-29,3,,2,1280,42,0
2023-12-31,222,2,39,W,I,2022-08-26,0,Sales 2,2022-04-23,1,6,3,125,4,0
2023-12-31,223,2,24,H,C,2023-08-03,0,HR,2022-07-30,3,5,1,369,12,0
2023-12-31,224,2,28,H,P,,0,Customer Support,2023-02-05,1,,2,329,10,0
2023-12-31,225,3,38,T,F,,0,Customer Support,2022-01-21,2,,3,709,23,0
2023-12-31,226,3,49,A,C,2018-11-12,0,Finance,2018-04-20,3,8,4,206,6,0
2023-12-31,227,3,48,N,I,,0,HR,2020-09-29,3,,4,1188,39,0
2023-12-31,228,1,42,H,C,2023-12-30,1,R&D 2,2023-12-23,2,9,3,7,0,1
2023-12-31,229,1,58,T,C,,0,HR 2,2018-03-30,2,,5,2102,69,0
2023-12-31,230,1,39,O,I,,0,Sales 3,2019-08-02,4,,3,1612,52,0
2023-12-31,231,2,37,W,C,,0,HR,2021-07-19,4,,3,895,29,0
2023-12-31,232,1,61,T,I,2023-04-17,0,Marketing 2,2021-08-04,3,7,5,621,20,0
2023-12-31,233,3,36,B,I,,0,Operations,2021-05-20,2,,3,955,31,0
2023-12-31,234,2,57,H,C,,0,Operations,2019-01-29,2,,5,1797,59,0
2023-12-31,235,3,38,H,I,2023-08-28,0,Operations,2023-08-26,1,3,3,2,0,1
2023-12-31,236,2,54,B,F,,0,R&D 2,2022-09-07,1,,4,480,15,0
2023-12-31,237,1,49,H,F,,0,Marketing,2019-06-02,4,,4,1673,54,0
2023-12-31,238,2,21,T,C,2022-05-23,0,IT,2022-01-29,3,5,1,114,3,0
2023-12-31,239,2,63,W,C,,1,Finance 3,2023-10-03,2,,5,89,2,0
2023-12-31,240,3,41,T,I,2022-09-09,0,Finance,2021-03-01,2,10,3,557,18,0
2023-12-31,241,3,55,W,I,,0,Finance 3,2019-06-06,4,,5,1669,54,0
2023-12-31,242,1,26,H,I,,0,IT 2,2021-09-22,2,,2,830,27,0
2023-12-31,243,3,35,A,P,,0,IT,2019-03-18,4,,3,1749,57,0
2023-12-31,244,1,40,H,C,2021-07-26,0,HR,2020-09-21,4,9,3,308,10,0
2023-12-31,245,1,25,O,C,,0,Finance 2,2023-09-04,4,,2,118,3,0
2023-12-31,246,1,37,W,P,,0,IT,2018-06-10,3,,3,2030,66,0
2023-12-31,247,1,49,A,P,2021-02-01,0,Operations,2020-12-22,4,3,4,41,1,1
2023-12-31,248,1,29,N,I,,0,Sales 2,2020-11-22,2,,2,1134,37,0
2023-12-31,249,3,19,A,F,,0,R&D 2,2019-03-26,4,,1,1741,57,0
2023-12-31,250,2,52,N,P,,0,R&D,2018-01-18,2,,4,2173,71,0
2023-12-31,251,1,36,H,C,,0,HR 2,2018-01-23,2,,3,2168,71,0
2023-12-31,252,2,65,A,C,,0,Sales 2,2022-05-23,3,,5,587,19,0
2023-12-31,253,2,42,T,F,,0,Finance,2022-05-31,1,,3,579,19,0
2023-12-31,254,3,26,H,I,,0,IT 2,2019-11-15,2,,2,1507,49,0
2023-12-31,255,2,29,A,C,,0,Marketing,2021-08-19,1,,2,864,28,0
2023-12-31,256,1,22,B,C,,0,Marketing 2,2018-02-02,4,,1,2158,70,0
2023-12-31,257,3,50,N,C,2019-09-23,0,Customer Support,2019-06-19,1,5,4,96,3,0
2023-12-31,258,2,51,W,C,2023-02-06,0,Finance 3,2020-01-16,3,3,4,1117,36,0
2023-12-31,259,1,65,T,C,2023-11-29,1,R&D 2,2023-11-05,3,5,5,24,0,1
2023-12-31,260,3,46,A,I,,0,IT,2020-01-07,4,,4,1454,47,0
2023-12-31,261,1,45,N,C,,0,HR 2,2022-09-26,4,,4,461,15,0
2023-12-31,262,2,32,W,I,,0,Sales 2,2019-07-29,2,,2,1616,53,0
2023-12-31,263,2,28,W,C,,0,Customer Support,2023-02-13,2,,2,321,10,0
2023-12-31,264,1,58,B,P,,0,Sales 2,2023-05-29,1,,5,216,7,0
2023-12-31,265,3,29,T,P,,0,Customer Support,2020-09-17,3,,2,1200,39,0
2023-12-31,266,1,27,H,C,,0,Sales 2,2020-05-18,3,,2,1322,43,0
2023-12-31,267,3,47,H,P,2023-10-07,0,R&D 2,2023-07-17,4,7,4,82,2,1
2023-12-31,268,1,26,O,P,,0,IT,2023-09-27,2,,2,95,3,0
2023-12-31,269,1,57,H,C,2022-04-11,0,Finance,2020-09-26,4,6,5,562,18,0
2023-12-31,270,2,55,A,P,2023-04-07,0,HR,2019-11-08,2,8,5,1246,40,0
2023-12-31,271,2,42,H,I,,0,IT 2,2020-03-02,3,,3,1399,45,0
2023-12-31,272,3,61,O,P,,0,Finance 2,2022-12-01,2,,5,395,12,0
2023-12-31,273,1,56,H,F,,0,Marketing,2023-01-19,2,,5,346,11,0
2023-12-31,274,3,33,T,F,2022-02-06,0,HR,2018-10-02,2,7,2,1223,40,0
2023-12-31,275,1,64,T,P,2023-05-09,0,Marketing 2,2022-06-10,4,6,5,333,10,0
2023-12-31,276,3,24,A,F,2020-10-28,0,Customer Support,2019-05-12,3,2,1,535,17,0
2023-12-31,277,3,57,T,F,,0,Operations,2023-05-19,1,,5,226,7,0
2023-12-31,278,1,54,B,F,,1,IT 2,2023-10-29,2,,4,63,2,0
2023-12-31,279,3,62,W,C,2023-06-30,0,Finance,2023-05-03,1,6,5,58,1,1
2023-12-31,280,3,51,B,I,2023-01-05,0,Finance 3,2022-05-25,4,2,4,225,7,0
2023-12-31,281,1,21,H,C,2018-12-31,0,HR,2018-11-08,1,2,1,53,1,1
2023-12-31,282,1,43,O,I,,0,IT 2,2019-04-06,1,,3,1730,56,0
2023-12-31,283,3,23,B,F,,0,HR,2021-09-18,3,,1,834,27,0
2023-12-31,284,1,60,A,C,,0,Sales 3,2022-11-24,2,,5,402,13,0
2023-12-31,285,2,27,N,C,,0,Finance 2,2019-04-30,1,,2,1706,56,0
2023-12-31,286,3,39,N,I,,0,Marketing,2023-03-27,1,,3,279,9,0
2023-12-31,287,3,62,A,I,,0,Sales,2022-11-08,3,,5,418,13,0
2023-12-31,288,2,27,A,I,,0,Marketing 2,2023-05-31,4,,2,214,7,0
2023-12-31,289,2,21,A,C,,0,Customer Support,2018-08-15,3,,1,1964,64,0
2023-12-31,290,3,46,O,P,,0,IT,2019-09-24,2,,4,1559,51,0
2023-12-31,291,1,45,N,C,2022-05-16,0,Marketing,2021-06-13,4,6,4,337,11,0
2023-12-31,292,2,32,A,C,,0,Marketing 2,2019-11-08,1,,2,1514,49,0
2023-12-31,293,2,54,W,F,,0,Sales 3,2022-09-15,4,,4,472,15,0
2023-12-31,294,2,63,A,C,,0,Sales 3,2021-05-26,1,,5,949,31,0
2023-12-31,295,1,49,A,C,,0,R&D,2021-07-16,1,,4,898,29,0
2023-12-31,296,1,48,O,I,,1,Marketing,2023-12-05,4,,4,26,0,0
2023-12-31,297,1,57,O,I,,0,HR 2,2020-04-07,1,,5,1363,44,0
2023-12-31,298,3,43,N,I,,0,IT 2,2021-01-27,2,,3,1068,35,0
2023-12-31,299,3,26,A,F,,0,IT 2,2019-07-28,4,,2,1617,53,0
2023-12-31,300,1,28,T,C,,0,HR 2,2023-08-02,1,,2,151,4,0
2023-12-31,301,3,31,T,C,,0,R&D 2,2022-08-09,2,,2,509,16,0
2023-12-31,302,1,45,T,I,,0,Marketing 2,2018-11-22,2,,4,1865,61,0
2023-12-31,303,1,31,H,C,,0,Customer Support,2022-03-01,1,,2,670,22,0
2023-12-31,304,1,63,O,P,2023-12-15,0,Sales 2,2023-02-11,4,5,5,307,10,0
2023-12-31,305,3,25,N,F,,0,Marketing 2,2021-05-11,2,,2,964,31,0
2023-12-31,306,1,61,B,F,,0,Sales,2022-05-22,1,,5,588,19,0
2023-12-31,307,1,40,A,I,,0,Finance,2021-12-23,4,,3,738,24,0
2023-12-31,308,2,46,B,I,,0,Finance 2,2022-06-03,2,,4,576,18,0
